cpu-bind=MASK - lcn1510, task  0  0 [2618110]: mask |BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB||||BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|BBBBBBBB|  set
cpu-bind=MASK - lcn1512, task 64  0 [2137507]: mask |BBBBBB--|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 104  8 [1742207]: mask |--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1510, task  0  0 [2618564]: mask |BBBBBB--|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 33  1 [2211867]: mask |------BB|--------|--------|--------|--------|--------|--------|--------|--------|BBBB----|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 162  2 [1021390]: mask |--------|--------|--------|BB------|--------|--------|--------|--------|--------|----BBBB|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 129  1 [1791978]: mask |------BB|--------|--------|--------|--------|--------|--------|--------|--------|BBBB----|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 65  1 [2137508]: mask |------BB|--------|--------|--------|--------|--------|--------|--------|--------|BBBB----|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 105  9 [1742208]: mask |--------|--------|--------|--------|------BB|--------|--------|BBBB----|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1510, task  1  1 [2618565]: mask |------BB|--------|--------|--------|--------|--------|--------|--------|--------|BBBB----|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 34  2 [2211868]: mask |--------|--------|--------|BB------|--------|--------|--------|--------|--------|----BBBB|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 163  3 [1021391]: mask |--------|--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 130  2 [1791979]: mask |--------|--------|--------|BB------|--------|--------|--------|--------|--------|----BBBB|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 66  2 [2137509]: mask |--------|--------|--------|BB------|--------|--------|--------|--------|--------|----BBBB|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 106 10 [1742209]: mask |--------|--------|BB------|--------|--------|--------|--------|----BBBB|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1510, task  2  2 [2618566]: mask |--------|--------|--------|BB------|--------|--------|--------|--------|--------|----BBBB|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 35  3 [2211869]: mask |--------|--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 164  4 [1021392]: mask |--------|--------|--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 131  3 [1791980]: mask |--------|--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 67  3 [2137510]: mask |--------|--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 107 11 [1742210]: mask |--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 36  4 [2211870]: mask |--------|--------|--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 165  5 [1021393]: mask |--------|BBBB----|--------|--------|--------|--------|------BB|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 132  4 [1791981]: mask |--------|--------|--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 68  4 [2137511]: mask |--------|--------|--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 108 12 [1742211]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|BBBBBB--||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 37  5 [2211871]: mask |--------|BBBB----|--------|--------|--------|--------|------BB|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 166  6 [1021394]: mask |--------|----BBBB|--------|--------|--------|--------|--------|--------|--------|--------|BB------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 133  5 [1791982]: mask |--------|BBBB----|--------|--------|--------|--------|------BB|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 69  5 [2137512]: mask |--------|BBBB----|--------|--------|--------|--------|------BB|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 109 13 [1742212]: mask |--------|--------|--------|--------|--------|BBBB----|--------|--------|--------|--------|--------|------BB||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1510, task  3  3 [2618567]: mask |--------|--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 38  6 [2211872]: mask |--------|----BBBB|--------|--------|--------|--------|--------|--------|--------|--------|BB------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 167  7 [1021395]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--BBBBBB|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 134  6 [1791983]: mask |--------|----BBBB|--------|--------|--------|--------|--------|--------|--------|--------|BB------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 70  6 [2137513]: mask |--------|----BBBB|--------|--------|--------|--------|--------|--------|--------|--------|BB------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 110 14 [1742213]: mask |--------|--------|--------|--------|--------|----BBBB|--------|--------|BB------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 39  7 [2211873]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--BBBBBB|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 168  8 [1021396]: mask |--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 135  7 [1791984]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--BBBBBB|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 71  7 [2137514]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--BBBBBB|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 111 15 [1742214]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--BBBBBB|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 40  8 [2211874]: mask |--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 169  9 [1021397]: mask |--------|--------|--------|--------|------BB|--------|--------|BBBB----|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 136  8 [1791985]: mask |--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 72  8 [2137515]: mask |--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 112 16 [1742215]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||BBBBBB--|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 41  9 [2211875]: mask |--------|--------|--------|--------|------BB|--------|--------|BBBB----|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 170 10 [1021398]: mask |--------|--------|BB------|--------|--------|--------|--------|----BBBB|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 137  9 [1791986]: mask |--------|--------|--------|--------|------BB|--------|--------|BBBB----|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 73  9 [2137516]: mask |--------|--------|--------|--------|------BB|--------|--------|BBBB----|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 113 17 [1742216]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||------BB|--------|--------|--------|--------|--------|--------|--------|--------|BBBB----|--------|--------|  set
cpu-bind=MASK - lcn1511, task 42 10 [2211876]: mask |--------|--------|BB------|--------|--------|--------|--------|----BBBB|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 171 11 [1021399]: mask |--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 138 10 [1791987]: mask |--------|--------|BB------|--------|--------|--------|--------|----BBBB|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 74 10 [2137517]: mask |--------|--------|BB------|--------|--------|--------|--------|----BBBB|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 114 18 [1742217]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|BB------|--------|--------|--------|--------|--------|----BBBB|--------|--------|  set
cpu-bind=MASK - lcn1511, task 43 11 [2211877]: mask |--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 172 12 [1021400]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|BBBBBB--||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 139 11 [1791988]: mask |--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 75 11 [2137518]: mask |--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 115 19 [1742218]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 44 12 [2211878]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|BBBBBB--||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 173 13 [1021401]: mask |--------|--------|--------|--------|--------|BBBB----|--------|--------|--------|--------|--------|------BB||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 140 12 [1791989]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|BBBBBB--||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 76 12 [2137519]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|BBBBBB--||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 116 20 [1742219]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 45 13 [2211879]: mask |--------|--------|--------|--------|--------|BBBB----|--------|--------|--------|--------|--------|------BB||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 174 14 [1021402]: mask |--------|--------|--------|--------|--------|----BBBB|--------|--------|BB------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 141 13 [1791990]: mask |--------|--------|--------|--------|--------|BBBB----|--------|--------|--------|--------|--------|------BB||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 77 13 [2137520]: mask |--------|--------|--------|--------|--------|BBBB----|--------|--------|--------|--------|--------|------BB||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 117 21 [1742220]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|BBBB----|--------|--------|--------|--------|------BB|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 46 14 [2211880]: mask |--------|--------|--------|--------|--------|----BBBB|--------|--------|BB------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 175 15 [1021403]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--BBBBBB|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 142 14 [1791991]: mask |--------|--------|--------|--------|--------|----BBBB|--------|--------|BB------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 78 14 [2137521]: mask |--------|--------|--------|--------|--------|----BBBB|--------|--------|BB------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 118 22 [1742221]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|----BBBB|--------|--------|--------|--------|--------|--------|--------|--------|BB------|--------|  set
cpu-bind=MASK - lcn1511, task 47 15 [2211881]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--BBBBBB|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 176 16 [1021404]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||BBBBBB--|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 143 15 [1791992]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--BBBBBB|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 79 15 [2137522]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--BBBBBB|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 119 23 [1742222]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--BBBBBB|--------|  set
cpu-bind=MASK - lcn1511, task 48 16 [2211882]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||BBBBBB--|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 177 17 [1021405]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||------BB|--------|--------|--------|--------|--------|--------|--------|--------|BBBB----|--------|--------|  set
cpu-bind=MASK - lcn1514, task 144 16 [1791993]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||BBBBBB--|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 80 16 [2137523]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||BBBBBB--|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 120 24 [1742223]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 49 17 [2211883]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||------BB|--------|--------|--------|--------|--------|--------|--------|--------|BBBB----|--------|--------|  set
cpu-bind=MASK - lcn1515, task 178 18 [1021406]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|BB------|--------|--------|--------|--------|--------|----BBBB|--------|--------|  set
cpu-bind=MASK - lcn1514, task 145 17 [1791994]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||------BB|--------|--------|--------|--------|--------|--------|--------|--------|BBBB----|--------|--------|  set
cpu-bind=MASK - lcn1512, task 81 17 [2137524]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||------BB|--------|--------|--------|--------|--------|--------|--------|--------|BBBB----|--------|--------|  set
cpu-bind=MASK - lcn1513, task 121 25 [1742224]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|------BB|--------|--------|BBBB----|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 50 18 [2211884]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|BB------|--------|--------|--------|--------|--------|----BBBB|--------|--------|  set
cpu-bind=MASK - lcn1515, task 179 19 [1021407]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 146 18 [1791995]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|BB------|--------|--------|--------|--------|--------|----BBBB|--------|--------|  set
cpu-bind=MASK - lcn1512, task 82 18 [2137525]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|BB------|--------|--------|--------|--------|--------|----BBBB|--------|--------|  set
cpu-bind=MASK - lcn1513, task 122 26 [1742225]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|BB------|--------|--------|--------|--------|----BBBB|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 51 19 [2211885]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 180 20 [1021408]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 147 19 [1791996]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 83 19 [2137526]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 123 27 [1742226]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--BBBBBB|--------|--------|--------|--------|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1511, task 52 20 [2211886]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1515, task 181 21 [1021409]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|BBBB----|--------|--------|--------|--------|------BB|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1514, task 148 20 [1791997]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1512, task 84 20 [2137527]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|BBBBBB--|--------|--------|--------|--------|--------|  set
cpu-bind=MASK - lcn1513, task 124 28 [1742227]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|BBBBBB--|  set
cpu-bind=MASK - lcn1511, task 53 21 [2211887]: mask |--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------|--------||||--------|BBBB----|--------|--------|--------|--------|------BB|--------|--------|--------|--------|--------|  set
